booking_id,ship,booking_date,sailing_date,occupants,total_fare,cabin_type
1000000667,Sea Voyager,2025-10-01 20:42:26.686080,2026-04-12 20:42:26.686080,3,8757.82,Oceanview
1000000668,Sea Voyager,2025-04-26 20:42:26.686087,2025-08-14 20:42:26.686087,1,8378.02,Balcony
1000000669,Sea Voyager,2026-02-12 20:42:26.686092,2026-07-08 20:42:26.686092,3,1197.98,Balcony
1000000670,Atlantic Dream,2025-11-28 20:42:26.686098,2026-02-06 20:42:26.686098,1,7556.86,Balcony
1000000671,Sea Voyager,2026-01-18 20:42:26.686101,2026-03-26 20:42:26.686101,4,9360.26,Interior
1000000672,,2025-12-29 20:42:26.686108,2026-07-03 20:42:26.686108,2,204.36,Oceanview
1000000673,Sea Voyager,2025-05-28 20:42:26.686118,2025-06-01 20:42:26.686118,2,9002.97,Interior
1000000674,Sea Voyager,2026-01-19 20:42:26.686123,2026-01-24 20:42:26.686123,3,4676.83,Balcony
1000000675,Atlantic Dream,2025-07-30 20:42:26.686131,2025-12-05 20:42:26.686131,1,4814.08,Oceanview
1000000676,Oceanic Explorer,2025-05-07 20:42:26.686134,2025-10-06 20:42:26.686134,4,3791.76,Interior
1000000677,Atlantic Dream,2025-07-27 20:42:26.686141,2025-08-31 20:42:26.686141,1,5158.05,Suite
1000000678,Sea Voyager,2025-08-05 20:42:26.686145,2025-08-19 20:42:26.686145,2,3802.2,Balcony
1000000679,Atlantic Dream,2025-05-19 20:42:26.686150,2025-06-21 20:42:26.686150,4,9633.61,Oceanview
1000000680,Oceanic Explorer,2025-12-14 20:42:26.686157,2026-04-11 20:42:26.686157,1,5481.22,Interior
1000000681,Atlantic Dream,2025-12-05 20:42:26.686161,2026-03-24 20:42:26.686161,4,4930.31,Balcony
1000000682,Oceanic Explorer,2025-10-26 20:42:26.686171,2025-12-20 20:42:26.686171,1,9412.01,Balcony
1000000683,Sea Voyager,2025-10-09 20:42:26.686175,2026-04-13 20:42:26.686175,3,6557.69,Oceanview
1000000684,Sea Voyager,2025-06-06 20:42:26.686180,2025-10-12 20:42:26.686180,3,2987.65,Suite
1000000685,Atlantic Dream,2025-06-06 20:42:26.686185,2025-07-07 20:42:26.686185,3,9980.56,Suite
1000000686,Sea Voyager,2025-06-04 20:42:26.686191,2025-07-07 20:42:26.686191,4,3153.78,Balcony
1000000687,Oceanic Explorer,2025-07-24 20:42:26.686203,2025-11-19 20:42:26.686203,1,4569.11,Balcony
1000000688,Sea Voyager,2026-03-14 20:42:26.686206,2026-08-30 20:42:26.686206,2,1111.27,Interior
1000000689,Atlantic Dream,2026-03-05 20:42:26.686210,2026-05-21 20:42:26.686210,4,3909.5,Balcony
1000000690,Sea Voyager,2025-12-11 20:42:26.686217,2026-03-29 20:42:26.686217,1,4384.79,Balcony
1000000691,Atlantic Dream,2025-04-16 20:42:26.686220,2025-08-24 20:42:26.686220,4,7943.11,Interior
1000000692,,2025-08-10 20:42:26.686228,2025-12-26 20:42:26.686228,2,5762.73,Balcony
1000000693,,2025-07-13 20:42:26.686233,2025-10-31 20:42:26.686233,2,1345.53,Balcony
1000000694,Atlantic Dream,2025-06-25 20:42:26.686239,2025-12-23 20:42:26.686239,3,3859.46,Interior
1000000695,Oceanic Explorer,2025-05-15 20:42:26.686245,2025-08-24 20:42:26.686245,2,9951.46,Balcony
1000000696,Sea Voyager,2026-03-12 20:42:26.686249,2026-09-16 20:42:26.686249,2,3345.91,Balcony
1000000697,Oceanic Explorer,2025-12-27 20:42:26.686254,2025-12-23 20:42:26.686254,2,4486.94,Interior
1000000698,Atlantic Dream,2026-01-17 20:42:26.686258,2026-01-15 20:42:26.686258,4,7089.52,Balcony
1000000699,Sea Voyager,2025-12-25 20:42:26.686265,2026-02-13 20:42:26.686265,4,3673.73,Interior
1000000700,Atlantic Dream,2025-09-21 20:42:26.686278,2026-03-19 20:42:26.686278,1,324.84,Interior
1000000701,Oceanic Explorer,2025-07-27 20:42:26.686282,2025-10-18 20:42:26.686282,1,1647.72,Balcony
1000000702,Oceanic Explorer,2026-01-21 20:42:26.686286,2026-03-06 20:42:26.686286,3,8669.75,Balcony
1000000703,Oceanic Explorer,2025-03-21 20:42:26.686292,2025-08-12 20:42:26.686292,3,2943.16,Balcony
1000000704,Oceanic Explorer,2026-03-15 20:42:26.686299,2026-04-11 20:42:26.686299,1,5337.44,Oceanview
1000000705,Atlantic Dream,2025-12-12 20:42:26.686302,2026-05-05 20:42:26.686302,2,1108.33,Balcony
1000000706,Sea Voyager,2025-08-28 20:42:26.686307,2026-01-17 20:42:26.686307,1,6806.09,Oceanview
1000000707,Oceanic Explorer,2025-12-23 20:42:26.686310,2025-12-21 20:42:26.686310,4,5316.93,Oceanview
1000000708,Oceanic Explorer,2025-12-18 20:42:26.686318,2026-01-17 20:42:26.686318,4,3201.01,Balcony
1000000709,Sea Voyager,2025-06-01 20:42:26.686325,2025-09-17 20:42:26.686325,2,7631.26,Interior
1000000710,Sea Voyager,2025-08-02 20:42:26.686332,2025-12-11 20:42:26.686332,1,5876.07,Balcony
1000000711,Atlantic Dream,2025-11-19 20:42:26.686336,2025-12-28 20:42:26.686336,4,4207.96,Suite
1000000712,Sea Voyager,2025-10-07 20:42:26.686344,2025-11-07 20:42:26.686344,4,9765.38,Balcony
1000000713,Atlantic Dream,2025-08-28 20:42:26.686352,2026-02-10 20:42:26.686352,3,7102.21,Balcony
1000000714,Atlantic Dream,2025-04-19 20:42:26.686359,2025-07-05 20:42:26.686359,4,8487.49,Balcony
1000000715,Oceanic Explorer,2025-12-12 20:42:26.686366,2026-01-27 20:42:26.686366,3,3168.03,Oceanview
1000000716,Sea Voyager,2025-04-11 20:42:26.686372,2025-07-26 20:42:26.686372,4,3049.26,Balcony
1000000717,Atlantic Dream,2025-05-25 20:42:26.686379,2025-07-28 20:42:26.686379,4,9245.47,Balcony
1000000718,Oceanic Explorer,2025-05-01 20:42:26.686389,2025-08-09 20:42:26.686389,4,-475.08,Balcony
1000000719,Sea Voyager,2025-11-01 20:42:26.686401,2025-11-04 20:42:26.686401,3,9259.32,Balcony
1000000720,Sea Voyager,2025-08-03 20:42:26.686408,2026-01-15 20:42:26.686408,3,1207.51,Interior
1000000721,Sea Voyager,2025-09-02 20:42:26.686414,2025-09-08 20:42:26.686414,1,8557.11,Balcony
1000000722,Sea Voyager,2025-05-01 20:42:26.686418,2025-07-19 20:42:26.686418,1,7041.19,Balcony
1000000723,Sea Voyager,2025-12-11 20:42:26.686422,2026-04-05 20:42:26.686422,1,1061.63,Balcony
1000000724,Atlantic Dream,2025-10-16 20:42:26.686426,2026-04-19 20:42:26.686426,2,4954.96,Interior
1000000725,Atlantic Dream,2025-04-22 20:42:26.686431,2025-11-07 20:42:26.686431,3,7993.67,Oceanview
1000000726,Sea Voyager,2025-06-18 20:42:26.686438,2025-12-07 20:42:26.686438,3,-22.4,Balcony
1000000727,Atlantic Dream,2025-12-03 20:42:26.686443,2026-05-01 20:42:26.686443,3,8638.54,Balcony
1000000728,Atlantic Dream,2025-10-17 20:42:26.686450,2026-01-03 20:42:26.686450,1,7403.48,Balcony
1000000729,Oceanic Explorer,2025-10-07 20:42:26.686454,2026-02-20 20:42:26.686454,3,3003.63,Balcony
1000000730,Sea Voyager,2026-01-19 20:42:26.686460,2026-02-18 20:42:26.686460,1,8718.38,Balcony
1000000731,Sea Voyager,2025-10-08 20:42:26.686464,2025-11-22 20:42:26.686464,4,2546.38,Suite
1000000732,Atlantic Dream,2025-09-26 20:42:26.686472,2025-10-16 20:42:26.686472,3,9752.14,Oceanview
1000000733,Sea Voyager,2025-04-19 20:42:26.686479,2025-11-01 20:42:26.686479,1,9570.98,Balcony
1000000734,Oceanic Explorer,2025-09-21 20:42:26.686482,2025-11-01 20:42:26.686482,3,9116.83,Balcony
1000000735,Sea Voyager,2025-10-16 20:42:26.686489,2025-12-16 20:42:26.686489,3,-81.21,Balcony
1000000736,Sea Voyager,2025-06-26 20:42:26.686496,2025-11-25 20:42:26.686496,1,8543.62,Balcony
1000000737,Atlantic Dream,2025-12-04 20:42:26.686499,2026-04-12 20:42:26.686499,1,8567.89,Oceanview
1000000738,Atlantic Dream,2026-02-02 20:42:26.686503,2026-07-28 20:42:26.686503,1,9750.35,Balcony
1000000739,Oceanic Explorer,2026-03-17 20:42:26.686508,2026-04-26 20:42:26.686508,3,2338.65,Balcony
1000000740,Atlantic Dream,2026-02-18 20:42:26.686515,2026-04-05 20:42:26.686515,3,5199.75,Interior
1000000741,Atlantic Dream,2025-07-05 20:42:26.686521,2025-06-30 20:42:26.686521,3,3883.0,Balcony
1000000742,Oceanic Explorer,2025-07-17 20:42:26.686530,2025-09-30 20:42:26.686530,2,5809.14,Oceanview
1000000743,Sea Voyager,2025-12-27 20:42:26.686539,2026-04-13 20:42:26.686539,3,-420.73,Balcony
1000000744,Sea Voyager,2025-07-07 20:42:26.686548,2025-12-10 20:42:26.686548,1,7444.65,Suite
1000000745,Sea Voyager,2025-07-31 20:42:26.686553,2025-11-11 20:42:26.686553,2,8880.28,Balcony
1000000746,Sea Voyager,2025-11-08 20:42:26.686558,2025-12-31 20:42:26.686558,3,4614.85,Balcony
1000000747,Sea Voyager,2026-01-20 20:42:26.686564,2026-02-12 20:42:26.686564,1,823.6,Balcony
1000000748,Oceanic Explorer,2025-09-03 20:42:26.686567,2025-09-28 20:42:26.686567,2,9401.59,Balcony
1000000749,Oceanic Explorer,2025-08-17 20:42:26.686574,2025-12-20 20:42:26.686574,4,4973.87,Balcony
1000000750,Sea Voyager,2025-07-10 20:42:26.686581,2025-12-25 20:42:26.686581,4,4100.16,Oceanview
1000000751,Oceanic Explorer,2025-04-05 20:42:26.686590,2025-10-15 20:42:26.686590,3,4619.03,Balcony
1000000752,Oceanic Explorer,2025-11-30 20:42:26.686596,2026-03-03 20:42:26.686596,2,4995.21,Interior
1000000753,Oceanic Explorer,2025-12-14 20:42:26.686600,2026-02-12 20:42:26.686600,3,3457.26,Balcony
1000000754,Oceanic Explorer,2025-10-20 20:42:26.686607,2026-01-23 20:42:26.686607,2,6572.84,Balcony
1000000755,Oceanic Explorer,2026-03-10 20:42:26.686612,2026-06-30 20:42:26.686612,2,9648.03,Balcony
1000000756,Oceanic Explorer,2025-03-25 20:42:26.686616,2025-03-26 20:42:26.686616,1,4265.06,Balcony
1000000757,Atlantic Dream,2025-12-23 20:42:26.686620,2026-04-14 20:42:26.686620,2,205.68,Interior
1000000758,Oceanic Explorer,2025-04-06 20:42:26.686627,2025-09-04 20:42:26.686627,2,9133.44,Interior
1000000759,Sea Voyager,2025-11-20 20:42:26.686632,2025-11-11 20:42:26.686632,2,6441.4,Balcony
1000000760,Sea Voyager,2025-09-13 20:42:26.686637,2025-12-21 20:42:26.686637,3,1573.36,Balcony
1000000761,Oceanic Explorer,2025-12-20 20:42:26.686644,2026-01-28 20:42:26.686644,4,9754.15,Balcony
1000000762,Oceanic Explorer,2025-06-04 20:42:26.686650,2025-08-28 20:42:26.686650,2,6918.62,Oceanview
1000000763,Sea Voyager,2025-11-02 20:42:26.686658,2026-02-08 20:42:26.686658,1,4230.35,Suite
1000000764,Oceanic Explorer,2025-11-22 20:42:26.686661,2026-02-03 20:42:26.686661,1,8446.23,Interior
1000000765,Sea Voyager,2025-06-02 20:42:26.686665,2025-09-25 20:42:26.686665,3,9930.43,Oceanview
1000000766,Sea Voyager,2025-12-30 20:42:26.686672,2026-06-30 20:42:26.686672,1,7847.74,Interior
1000000767,Oceanic Explorer,2025-05-15 20:42:26.686675,2025-08-13 20:42:26.686675,2,8360.11,Balcony
1000000768,Sea Voyager,2026-02-12 20:42:26.686680,2026-08-18 20:42:26.686680,3,5637.43,Balcony
1000000769,Atlantic Dream,2025-12-24 20:42:26.686686,2026-07-01 20:42:26.686686,1,4955.8,Balcony
1000000770,Atlantic Dream,2025-05-15 20:42:26.686689,2025-08-15 20:42:26.686689,4,7758.2,Balcony
1000000771,Atlantic Dream,2025-06-21 20:42:26.686698,2025-11-22 20:42:26.686698,4,2399.76,Balcony
1000000772,Sea Voyager,2025-10-12 20:42:26.686706,2026-04-14 20:42:26.686706,3,1709.68,Balcony
1000000773,Atlantic Dream,2025-09-24 20:42:26.686712,2026-03-04 20:42:26.686712,1,9401.98,Oceanview
1000000774,Atlantic Dream,2025-11-20 20:42:26.686718,2026-03-12 20:42:26.686718,2,5997.85,Balcony
1000000775,Sea Voyager,2025-12-21 20:42:26.686722,2026-03-25 20:42:26.686722,2,4163.4,Balcony
1000000776,Sea Voyager,2025-11-04 20:42:26.686727,2025-12-02 20:42:26.686727,2,2841.87,Balcony
1000000777,Atlantic Dream,2025-11-12 20:42:26.686732,2026-02-08 20:42:26.686732,2,3384.16,Balcony
1000000778,Atlantic Dream,2025-09-27 20:42:26.686738,2026-03-31 20:42:26.686738,1,3084.99,Interior
1000000779,Oceanic Explorer,2025-04-06 20:42:26.686741,2025-07-20 20:42:26.686741,1,2123.36,Balcony
1000000780,Atlantic Dream,2025-12-16 20:42:26.686744,2026-07-02 20:42:26.686744,4,6681.53,Balcony
1000000781,Atlantic Dream,2025-04-15 20:42:26.686752,2025-07-11 20:42:26.686752,2,9754.39,Oceanview
1000000782,Sea Voyager,2025-11-23 20:42:26.686757,2025-12-22 20:42:26.686757,4,5865.42,Balcony
1000000783,Sea Voyager,2025-06-21 20:42:26.686764,2025-12-09 20:42:26.686764,3,3281.5,Balcony
1000000784,Atlantic Dream,2025-11-27 20:42:26.686770,2026-06-13 20:42:26.686770,1,9186.46,Oceanview
1000000785,Oceanic Explorer,2025-12-26 20:42:26.686773,2026-03-04 20:42:26.686773,2,1806.57,Interior
1000000786,Atlantic Dream,2025-12-26 20:42:26.686778,2026-06-04 20:42:26.686778,3,6201.65,Balcony
1000000787,Sea Voyager,2025-05-08 20:42:26.686785,2025-07-08 20:42:26.686785,2,1967.65,Balcony
1000000788,Oceanic Explorer,2025-09-23 20:42:26.686793,2026-02-07 20:42:26.686793,3,2479.23,Balcony
1000000789,Oceanic Explorer,2025-04-04 20:42:26.686798,2025-10-10 20:42:26.686798,1,4195.87,Balcony
1000000790,Sea Voyager,2025-11-06 20:42:26.686804,2026-02-15 20:42:26.686804,1,6728.79,Oceanview
1000000791,Atlantic Dream,2025-03-25 20:42:26.686808,2025-06-19 20:42:26.686808,2,2387.33,Oceanview
1000000792,Atlantic Dream,2025-04-29 20:42:26.686813,2025-05-09 20:42:26.686813,1,837.42,Balcony
1000000793,Sea Voyager,2025-07-07 20:42:26.686816,2025-11-28 20:42:26.686816,3,9505.44,Balcony
1000000794,Sea Voyager,2025-09-22 20:42:26.686822,2025-11-11 20:42:26.686822,2,7345.54,Oceanview
1000000795,Sea Voyager,2025-05-20 20:42:26.686827,2025-06-17 20:42:26.686827,2,5568.24,Suite
1000000796,Atlantic Dream,2025-03-30 20:42:26.686832,2025-09-27 20:42:26.686832,1,7826.39,Interior
1000000797,Sea Voyager,2025-04-03 20:42:26.686836,2025-10-05 20:42:26.686836,2,4465.29,Balcony
1000000798,Atlantic Dream,2025-05-09 20:42:26.686843,2025-07-31 20:42:26.686843,4,2818.0,Balcony
1000000799,Sea Voyager,2025-09-29 20:42:26.686850,2025-12-09 20:42:26.686850,2,8669.15,Oceanview
1000000800,Oceanic Explorer,2026-02-28 20:42:26.686855,2026-03-15 20:42:26.686855,1,514.98,Balcony
1000000801,Atlantic Dream,2025-11-23 20:42:26.686859,2026-03-26 20:42:26.686859,4,9304.71,Balcony
1000000802,Atlantic Dream,2025-05-06 20:42:26.686867,2025-10-27 20:42:26.686867,3,9356.76,Balcony
1000000803,Oceanic Explorer,2025-06-03 20:42:26.686876,2025-11-13 20:42:26.686876,4,6441.72,Interior
1000000804,Atlantic Dream,2025-11-22 20:42:26.686884,2026-03-26 20:42:26.686884,4,1890.17,Interior
1000000805,Atlantic Dream,2025-09-23 20:42:26.686890,2025-11-20 20:42:26.686890,2,4763.37,Balcony
1000000806,Oceanic Explorer,2025-06-15 20:42:26.686895,2025-09-06 20:42:26.686895,1,6213.13,Balcony
1000000807,Oceanic Explorer,2025-10-08 20:42:26.686899,2025-12-09 20:42:26.686899,2,1541.32,Balcony
1000000808,Atlantic Dream,2025-03-22 20:42:26.686903,2025-09-01 20:42:26.686903,4,286.36,Balcony
1000000809,Atlantic Dream,2025-07-23 20:42:26.686911,2025-09-05 20:42:26.686911,4,8301.39,Balcony
1000000810,Oceanic Explorer,2025-06-20 20:42:26.687283,2025-06-30 20:42:26.687283,4,5975.7,Balcony
1000000811,Atlantic Dream,2025-09-13 20:42:26.687293,2025-10-18 20:42:26.687293,3,3265.32,Balcony
1000000812,Oceanic Explorer,2025-10-08 20:42:26.687302,2026-01-14 20:42:26.687302,1,8477.53,Balcony
1000000813,Sea Voyager,2026-03-17 20:42:26.687306,2026-03-27 20:42:26.687306,2,3814.94,Oceanview
1000000814,Atlantic Dream,2025-07-04 20:42:26.687312,2025-11-03 20:42:26.687312,3,2489.26,Interior
1000000815,Atlantic Dream,2025-12-29 20:42:26.687318,2026-07-11 20:42:26.687318,1,8618.86,Balcony
1000000816,Sea Voyager,2025-11-19 20:42:26.687321,2026-03-22 20:42:26.687321,4,3593.09,Balcony
1000000817,Atlantic Dream,2025-05-05 20:42:26.687336,2025-11-04 20:42:26.687336,1,9451.45,Balcony
1000000818,Oceanic Explorer,2026-02-16 20:42:26.687340,2026-07-17 20:42:26.687340,4,309.53,Balcony
1000000819,Oceanic Explorer,2025-03-24 20:42:26.687348,2025-04-26 20:42:26.687348,1,2330.35,Suite
1000000820,Oceanic Explorer,2025-05-28 20:42:26.687352,2025-10-29 20:42:26.687352,3,3246.76,Balcony
1000000821,Oceanic Explorer,2026-01-16 20:42:26.687357,2026-01-15 20:42:26.687357,2,3976.12,Interior
1000000822,Sea Voyager,2026-01-09 20:42:26.687362,2026-01-05 20:42:26.687362,4,-145.52,Interior
1000000823,Oceanic Explorer,2026-03-12 20:42:26.687370,2026-06-21 20:42:26.687370,3,5576.25,Balcony
1000000824,Atlantic Dream,2026-01-09 20:42:26.687376,2026-01-08 20:42:26.687376,3,525.65,Oceanview
1000000825,Oceanic Explorer,2025-11-28 20:42:26.687386,2025-11-26 20:42:26.687386,2,8004.11,Balcony
1000000826,Oceanic Explorer,2025-11-21 20:42:26.687390,2026-04-26 20:42:26.687390,2,8975.86,Balcony
1000000827,Oceanic Explorer,2025-10-03 20:42:26.687395,2026-01-30 20:42:26.687395,3,1235.71,Oceanview
1000000828,Atlantic Dream,2026-02-15 20:42:26.687401,2026-02-18 20:42:26.687401,3,7932.98,Balcony
1000000829,Sea Voyager,2026-01-19 20:42:26.687406,2026-01-31 20:42:26.687406,3,7006.53,Balcony
1000000830,Sea Voyager,2025-07-27 20:42:26.687412,2025-11-15 20:42:26.687412,1,2668.06,Oceanview
1000000831,Atlantic Dream,2026-02-18 20:42:26.687416,2026-03-09 20:42:26.687416,4,3976.38,Balcony
1000000832,Atlantic Dream,2025-07-12 20:42:26.687423,2025-11-25 20:42:26.687423,1,4066.29,Balcony
1000000833,Oceanic Explorer,2026-03-17 20:42:26.687427,2026-10-03 20:42:26.687427,4,3743.91,Balcony
1000000834,Atlantic Dream,2025-12-04 20:42:26.687434,2025-12-27 20:42:26.687434,4,8838.84,Balcony
1000000835,Oceanic Explorer,2025-12-08 20:42:26.687441,2026-03-28 20:42:26.687441,1,9645.59,Balcony
1000000836,Oceanic Explorer,2025-05-20 20:42:26.687446,2025-11-28 20:42:26.687446,2,4500.75,Balcony
1000000837,Oceanic Explorer,2025-11-12 20:42:26.687452,2026-01-25 20:42:26.687452,3,664.22,Oceanview
1000000838,Oceanic Explorer,2025-04-07 20:42:26.687461,2025-07-29 20:42:26.687461,2,863.61,Balcony
1000000839,Atlantic Dream,2026-03-06 20:42:26.687466,2026-09-13 20:42:26.687466,2,906.79,Interior
1000000840,Atlantic Dream,2025-07-11 20:42:26.687470,2025-11-30 20:42:26.687470,3,3141.01,Oceanview
1000000841,Sea Voyager,2025-12-18 20:42:26.687476,2026-05-01 20:42:26.687476,4,82.74,Interior
1000000842,Atlantic Dream,2026-03-02 20:42:26.687483,2026-08-12 20:42:26.687483,4,698.32,Balcony
1000000843,Oceanic Explorer,2025-10-27 20:42:26.687491,2025-11-15 20:42:26.687491,3,9816.72,Balcony
1000000844,Oceanic Explorer,2025-10-27 20:42:26.687497,2026-04-16 20:42:26.687497,1,8644.58,Balcony
1000000845,Oceanic Explorer,2025-12-09 20:42:26.687501,2026-03-09 20:42:26.687501,4,2235.08,Balcony
1000000846,Sea Voyager,2025-05-15 20:42:26.687508,2025-10-22 20:42:26.687508,2,2446.28,Interior
1000000847,Oceanic Explorer,2026-03-11 20:42:26.687513,2026-03-23 20:42:26.687513,2,3318.39,Balcony
1000000848,Atlantic Dream,2026-02-11 20:42:26.687518,2026-02-26 20:42:26.687518,4,805.95,Balcony
1000000849,Sea Voyager,2025-06-07 20:42:26.687526,2025-11-20 20:42:26.687526,4,-430.88,Interior
1000000850,Atlantic Dream,2026-01-09 20:42:26.687533,2026-07-13 20:42:26.687533,1,8361.28,Balcony
1000000851,Atlantic Dream,2025-07-26 20:42:26.687536,2025-10-30 20:42:26.687536,4,8438.58,Balcony
1000000852,Oceanic Explorer,2025-10-06 20:42:26.687544,2025-11-02 20:42:26.687544,4,2381.52,Interior
1000000853,Oceanic Explorer,2026-02-08 20:42:26.687550,2026-01-30 20:42:26.687550,4,4873.99,Balcony
1000000854,Oceanic Explorer,2025-04-28 20:42:26.687558,2025-06-13 20:42:26.687558,4,1215.18,Interior
1000000855,Oceanic Explorer,2025-09-14 20:42:26.687565,2025-12-05 20:42:26.687565,4,9317.54,Balcony
1000000856,Atlantic Dream,2025-06-18 20:42:26.687573,2025-08-16 20:42:26.687573,4,2758.72,Interior
1000000857,Sea Voyager,2025-12-02 20:42:26.687581,2026-06-04 20:42:26.687581,3,7996.16,Balcony
1000000858,Atlantic Dream,2026-02-23 20:42:26.687590,2026-06-13 20:42:26.687590,3,9566.14,Oceanview
1000000859,Sea Voyager,2025-11-01 20:42:26.687596,2025-12-05 20:42:26.687596,1,9491.87,Balcony
1000000860,Atlantic Dream,2025-10-21 20:42:26.687599,2026-02-18 20:42:26.687599,4,8118.42,Balcony
1000000861,Oceanic Explorer,2025-10-29 20:42:26.687607,2025-10-21 20:42:26.687607,3,6733.08,Balcony
1000000862,Oceanic Explorer,2025-05-21 20:42:26.687613,2025-10-26 20:42:26.687613,2,4772.65,Interior
1000000863,Oceanic Explorer,2025-06-29 20:42:26.687618,2025-12-21 20:42:26.687618,1,2245.56,Balcony
1000000864,Sea Voyager,2025-08-05 20:42:26.687622,2025-08-13 20:42:26.687622,1,4249.43,Oceanview
1000000865,Atlantic Dream,2025-08-10 20:42:26.687626,2025-12-29 20:42:26.687626,3,4329.81,Oceanview
1000000866,Oceanic Explorer,2025-07-01 20:42:26.687631,2025-09-25 20:42:26.687631,3,7289.87,Balcony
1000000867,Sea Voyager,2026-01-21 20:42:26.687637,2026-05-03 20:42:26.687637,3,8868.2,Balcony
1000000868,Sea Voyager,2025-06-09 20:42:26.687644,2025-07-16 20:42:26.687644,3,7456.31,Oceanview
1000000869,Sea Voyager,2025-03-28 20:42:26.687651,2025-07-27 20:42:26.687651,1,4063.08,Balcony
1000000870,Sea Voyager,2025-12-12 20:42:26.687654,2026-06-25 20:42:26.687654,4,8424.76,Interior
1000000871,Oceanic Explorer,2025-10-19 20:42:26.687664,2026-04-11 20:42:26.687664,2,2215.75,Balcony
1000000872,Sea Voyager,2026-01-17 20:42:26.687669,2026-03-12 20:42:26.687669,1,9638.47,Balcony
1000000873,Sea Voyager,2025-08-11 20:42:26.687672,2025-08-22 20:42:26.687672,3,8127.64,Balcony
1000000874,Oceanic Explorer,2025-10-27 20:42:26.687686,2026-04-03 20:42:26.687686,4,5128.68,Oceanview
1000000875,Oceanic Explorer,2025-10-13 20:42:26.687694,2026-03-11 20:42:26.687694,4,6076.28,Balcony
1000000876,Sea Voyager,2025-08-08 20:42:26.687702,2025-10-14 20:42:26.687702,1,5195.04,Interior
1000000877,Atlantic Dream,2025-08-28 20:42:26.687705,2025-09-12 20:42:26.687705,4,8567.26,Interior
1000000878,Sea Voyager,2025-12-19 20:42:26.687712,2026-04-01 20:42:26.687712,3,805.67,Balcony
1000000879,Sea Voyager,2026-03-10 20:42:26.687719,2026-07-05 20:42:26.687719,3,829.25,Balcony
1000000880,Sea Voyager,2025-12-13 20:42:26.687725,2026-05-31 20:42:26.687725,1,2463.12,Balcony
1000000881,Oceanic Explorer,2025-12-17 20:42:26.687729,2026-04-20 20:42:26.687729,3,3108.99,Oceanview
1000000882,Sea Voyager,2025-06-11 20:42:26.687735,2025-08-28 20:42:26.687735,2,6008.04,Interior
1000000883,Atlantic Dream,2025-12-18 20:42:26.687740,2026-03-13 20:42:26.687740,3,7983.9,Oceanview
1000000884,Oceanic Explorer,2025-10-06 20:42:26.687746,2026-03-18 20:42:26.687746,4,8651.61,Balcony
1000000885,Sea Voyager,2025-07-31 20:42:26.687753,2025-08-27 20:42:26.687753,4,6402.44,Oceanview
1000000886,Oceanic Explorer,2025-06-30 20:42:26.687760,2025-09-30 20:42:26.687760,1,3811.8,Balcony
1000000887,Oceanic Explorer,2026-02-13 20:42:26.687764,2026-06-26 20:42:26.687764,1,8091.59,Oceanview
1000000888,Oceanic Explorer,2026-01-14 20:42:26.687767,2026-05-19 20:42:26.687767,2,2186.37,Balcony
1000000889,Atlantic Dream,2025-07-08 20:42:26.687772,2025-11-05 20:42:26.687772,3,7534.04,Interior
1000000890,Oceanic Explorer,2025-06-27 20:42:26.687779,2025-09-09 20:42:26.687779,2,1758.72,Balcony
1000000891,Sea Voyager,2026-02-03 20:42:26.687784,2026-03-17 20:42:26.687784,2,1330.3,Balcony
1000000892,Atlantic Dream,2026-01-15 20:42:26.687788,2026-03-20 20:42:26.687788,1,3539.88,Oceanview
1000000893,Oceanic Explorer,2025-05-09 20:42:26.687793,2025-06-03 20:42:26.687793,1,4105.65,Balcony
1000000894,Oceanic Explorer,2026-01-02 20:42:26.687796,2026-02-27 20:42:26.687796,1,-443.11,Oceanview
1000000895,Oceanic Explorer,2025-12-10 20:42:26.687802,2026-05-28 20:42:26.687802,2,2906.84,Balcony
1000000896,Sea Voyager,2026-03-13 20:42:26.687807,2026-09-14 20:42:26.687807,1,6385.58,Interior
1000000897,Atlantic Dream,2026-01-25 20:42:26.687810,2026-05-30 20:42:26.687810,3,65.34,Interior
1000000898,Atlantic Dream,2025-07-27 20:42:26.687819,2025-08-16 20:42:26.687819,1,8099.37,Balcony
1000000899,Atlantic Dream,2025-06-21 20:42:26.687825,2025-07-13 20:42:26.687825,4,7536.98,Balcony
1000000900,Sea Voyager,2025-04-16 20:42:26.687832,2025-09-08 20:42:26.687832,2,3679.91,Balcony
1000000901,Sea Voyager,2025-10-05 20:42:26.687836,2025-11-20 20:42:26.687836,4,275.01,Balcony
1000000902,Oceanic Explorer,2025-11-24 20:42:26.687843,2025-11-28 20:42:26.687843,3,6036.92,Balcony
1000000903,Oceanic Explorer,2025-08-24 20:42:26.687849,2025-10-18 20:42:26.687849,1,922.79,Interior
1000000904,Atlantic Dream,2025-11-08 20:42:26.687852,2026-04-19 20:42:26.687852,4,6757.32,Oceanview
1000000905,Sea Voyager,2025-05-22 20:42:26.687860,2025-05-13 20:42:26.687860,1,9669.36,Balcony
1000000906,Sea Voyager,2026-01-11 20:42:26.687863,2026-01-01 20:42:26.687863,1,7719.51,Balcony
1000000907,Atlantic Dream,2025-08-25 20:42:26.687868,2026-01-07 20:42:26.687868,1,3170.05,Balcony
